Gene stable ID,Gene name,Gene description,Gene start (bp),Gene end (bp),Gene % GC content
ENSG00000171680,PLEKHG5,pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105],6466092,6520061,58.85
ENSG00000162408,NOL9,nucleolar protein 9 [Source:HGNC Symbol;Acc:HGNC:26265],6521347,6554535,47.78
ENSG00000253022,RNU6-731P,RNA, U6 small nuclear 731, pseudogene [Source:HGNC Symbol;Acc:HGNC:47694],6540854,6540964,37.84
ENSG00000229519,AL591866.1,ribosomal protein L34 (RPL34) pseudogene,6547905,6548619,48.39
ENSG00000173662,TAS1R1,taste 1 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14448],6555181,6579757,52.51
ENSG00000204859,ZBTB48,zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930],6580001,6589280,57.78
ENSG00000162413,KLHL21,kelch like family member 21 [Source:HGNC Symbol;Acc:HGNC:29041],6590724,6614607,54.46
ENSG00000116273,PHF13,PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983],6613685,6624033,54.99
ENSG00000041988,THAP3,THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855],6624866,6635586,56.77
ENSG00000007923,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570],6634168,6701924,46.60
ENSG00000228750,LINC01672,long intergenic non-protein coding RNA 1672 [Source:HGNC Symbol;Acc:HGNC:52460],6724637,6730012,48.21
ENSG00000284744,AL591163.1,novel transcript,6767954,6770038,46.71
ENSG00000237436,CAMTA1-DT,CAMTA1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53020],6783892,6784843,59.77
ENSG00000171735,CAMTA1,calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806],6785324,7769706,48.00
ENSG00000227950,AL590128.1,ribosomal protein L37 (RPL37) pseudogene,6834333,6834618,51.05
ENSG00000237365,AL512330.1,novel transcript, antisense to CAMTA1,7008376,7014279,55.27
ENSG00000207056,RNU1-8P,RNA, U1 small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:48307],7219360,7219524,52.12
ENSG00000237402,CAMTA1-IT1,CAMTA1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41446],7368942,7370270,52.45
ENSG00000237728,Z97987.1,novel transcript,7382487,7389754,53.05
ENSG00000225126,AL365194.1,novel transcript,7441096,7441554,48.15
ENSG00000270171,AL359881.3,novel transcript,7693124,7694844,47.94
ENSG00000270035,AL359881.2,novel transcript,7698303,7698872,55.26
ENSG00000269978,AL359881.1,novel transcript,7700704,7700970,38.20
ENSG00000049245,VAMP3,vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644],7771269,7781432,42.77
ENSG00000269925,Z98884.2,novel transcript, sense intronic to VAMP3,7776383,7776775,36.64
ENSG00000049246,PER3,period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847],7784320,7845177,40.53
ENSG00000236266,Z98884.1,novel transcript,7810242,7827342,39.14
ENSG00000049247,UTS2,urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636],7843083,7853512,40.81
ENSG00000049249,TNFRSF9,TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924],7915894,7943165,43.95
ENSG00000270330,AL009183.1,small EDRK-rich factor 2 (SERF2) pseudogene,7942372,7942726,68.45
ENSG00000116288,PARK7,Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369],7954291,7985505,45.41
ENSG00000200344,RF00019,,7982881,7982983,42.72
ENSG00000284747,AL034417.4,novel transcript, antisense to ERRFI1,7991134,8005312,44.59
ENSG00000284716,AL034417.3,novel transcript,7998187,7999934,42.28
ENSG00000116285,ERRFI1,ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185],8004404,8026308,42.80
ENSG00000238290,AL034417.2,novel transcript,8026738,8122702,43.05
ENSG00000232848,AL034417.1,ribosomal protein L7a (RPL7A) pseudogene,8057245,8058463,51.52
ENSG00000229305,AL358876.1,52kDa eukaryotic translation initiation factor 2 subunit 3 gamma (EIF2S3) pseudogene,8189824,8192770,47.44
ENSG00000227634,LINC01714,long intergenic non-protein coding RNA 1714 [Source:HGNC Symbol;Acc:HGNC:52501],8202429,8215210,49.45
ENSG00000200975,RNU1-7P,RNA, U1 small nuclear 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:48306],8206434,8206597,55.49
ENSG00000233645,AL358876.2,novel transcript,8218190,8220529,47.39
ENSG00000251977,RNU6-991P,RNA, U6 small nuclear 991, pseudogene [Source:HGNC Symbol;Acc:HGNC:47954],8292157,8292263,46.73
ENSG00000162426,SLC45A1,solute carrier family 45 member 1 [Source:HGNC Symbol;Acc:HGNC:17939],8317826,8344167,52.36
ENSG00000252254,RF00019,,8328067,8328179,50.44
ENSG00000142599,RERE,arginine-glutamic acid dipeptide repeats [Source:HGNC Symbol;Acc:HGNC:9965],8352397,8817643,41.90
ENSG00000232912,AL096855.1,uncharacterized LOC102724552 [Source:NCBI gene;Acc:102724552],8424645,8434838,45.00
ENSG00000221083,RF00599,,8511795,8511919,55.20
ENSG00000270282,AL096855.2,ferritin, light polypeptide (FTL) pseudogene,8512653,8513021,53.66
ENSG00000234619,RPL7P11,ribosomal protein L7 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:35667],8750430,8751087,41.49
ENSG00000224315,RPL7P7,ribosomal protein L7 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36895],8786211,8786913,41.96
ENSG00000222511,RF00019,,8796571,8796673,33.98
ENSG00000226545,AL357552.1,ribosomal protein L27 (RPL27) pseudogene,8798475,8799506,50.29
ENSG00000228423,AL357552.2,novel transcript,8805860,8807051,44.71
ENSG00000229716,RPL23AP19,ribosomal protein L23a pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36708],8831007,8831375,47.15
ENSG00000074800,ENO1,enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350],8861000,8879250,50.23
ENSG00000274258,MIR6728,microRNA 6728 [Source:HGNC Symbol;Acc:HGNC:49961],8866502,8866590,60.67
ENSG00000230679,ENO1-AS1,ENO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40214],8878835,8879894,59.53
ENSG00000201725,RNU6-304P,RNA, U6 small nuclear 304, pseudogene [Source:HGNC Symbol;Acc:HGNC:47267],8883427,8883533,42.99
ENSG00000238249,HMGN2P17,high mobility group nucleosomal binding domain 2 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39381],8893409,8894151,48.05
ENSG00000232208,AL139415.1,zinc finger protein 271 (ZNF) pseudogene,8907393,8907744,41.76
ENSG00000232663,AL139415.2,pseudogene similar to part of cytochrome oxidase subunit II,8909742,8909904,46.01
ENSG00000131686,CA6,carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380],8945867,8975092,48.06
ENSG00000265141,RN7SL451P,RNA, 7SL, cytoplasmic 451, pseudogene [Source:HGNC Symbol;Acc:HGNC:46467],8979576,8979874,54.85
ENSG00000197241,SLC2A7,solute carrier family 2 member 7 [Source:HGNC Symbol;Acc:HGNC:13445],9003300,9026345,52.44
ENSG00000142583,SLC2A5,solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010],9035107,9088478,47.92
ENSG00000252404,RF00424,,9082696,9082879,47.83
ENSG00000180758,GPR157,G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687],9100305,9129170,50.06
ENSG00000228526,MIR34AHG,MIR34A host gene [Source:HGNC Symbol;Acc:HGNC:51913],9148011,9198906,51.09
ENSG00000284357,MIR34A,microRNA 34a [Source:HGNC Symbol;Acc:HGNC:31635],9151668,9151777,50.91
ENSG00000234546,LNCTAM34A,long non coding transcriptional activator of miR34a [Source:HGNC Symbol;Acc:HGNC:52548],9182004,9196284,51.64
ENSG00000049239,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795],9234775,9271337,52.29
ENSG00000171621,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628],9292880,9369532,54.29
ENSG00000284652,BX323043.1,novel transcript,9421098,9422862,50.03
ENSG00000284693,AL928921.2,uncharacterized LOC100506022 [Source:NCBI gene;Acc:100506022],9425094,9440564,48.76
ENSG00000252956,RNA5SP40,RNA, 5S ribosomal pseudogene 40 [Source:HGNC Symbol;Acc:HGNC:42816],9437669,9437778,53.64
ENSG00000235263,AL928921.1,novel transcript,9501092,9503471,46.09
ENSG00000171612,SLC25A33,solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681],9539482,9585179,45.50
ENSG00000231181,AL954705.1,ribosomal protein L9 (RPL9) pseudogene,9576427,9576985,44.54
ENSG00000188807,TMEM201,transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719],9588922,9614873,59.34
ENSG00000171608,PIK3CD,phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977],9651732,9729114,51.33
ENSG00000179840,PIK3CD-AS1,PIK3CD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32346],9652610,9654586,55.29
ENSG00000233268,AL691449.1,ribosomal protein L26 pseudogene (RPL26),9660828,9662626,50.42
ENSG00000231789,PIK3CD-AS2,PIK3CD antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:51334],9672426,9687555,49.65
ENSG00000171603,CLSTN1,calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447],9729026,9824526,47.37
ENSG00000271264,MZT1P1,mitotic spindle organizing protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50605],9780822,9781240,44.15
ENSG00000280113,AL357140.3,TEC,9826289,9828271,47.96
ENSG00000178585,CTNNBIP1,catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913],9848276,9910336,51.39
ENSG00000223989,AL357140.1,novel transcript,9848318,9850154,58.03
ENSG00000285701,AL357140.5,novel transcript, antisense to CTNNBIP1,9900614,9908034,47.96
ENSG00000162441,LZIC,leucine zipper and CTNNBIP1 domain containing [Source:HGNC Symbol;Acc:HGNC:17497],9922113,9943407,43.89
ENSG00000228150,AL357140.2,novel transcript,9942923,9949974,47.05
ENSG00000173614,NMNAT1,nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877],9943428,9985501,46.13
ENSG00000202415,RN7SKP269,RNA, 7SK small nuclear pseudogene 269 [Source:HGNC Symbol;Acc:HGNC:45993],9947318,9947636,51.41
ENSG00000283611,AL357140.4,novel pseudogene,9950572,9960787,45.14
ENSG00000265521,MIR5697,microRNA 5697 [Source:HGNC Symbol;Acc:HGNC:43509],9967381,9967458,38.46
ENSG00000241326,AL603962.1,novel transcript,9983141,9984568,47.55
ENSG00000162444,RBP7,retinol binding protein 7 [Source:HGNC Symbol;Acc:HGNC:30316],9997206,10016020,48.33
ENSG00000130939,UBE4B,ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500],10032832,10181239,44.12
ENSG00000224340,AL590639.1,pseudogene similar to part of ribosomal protein L21 (RPL21),10054445,10054781,41.54
ENSG00000233623,PGAM1P11,phosphoglycerate mutase 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:42464],10058671,10059648,54.60
ENSG00000201746,RNU6-828P,RNA, U6 small nuclear 828, pseudogene [Source:HGNC Symbol;Acc:HGNC:47791],10163268,10163374,42.99
ENSG00000054523,KIF1B,kinesin family member 1B [Source:HGNC Symbol;Acc:HGNC:16636],10210805,10381603,41.99
ENSG00000264881,MIR1273D,microRNA 1273d [Source:HGNC Symbol;Acc:HGNC:38375],10227718,10227803,54.65
ENSG00000199562,RNU6-37P,RNA, U6 small nuclear 37, pseudogene [Source:HGNC Symbol;Acc:HGNC:34281],10298966,10299072,45.79
ENSG00000264501,RN7SL731P,RNA, 7SL, cytoplasmic 731, pseudogene [Source:HGNC Symbol;Acc:HGNC:46747],10306465,10306757,52.90
ENSG00000284735,AL139424.3,novel transcript,10381906,10387150,49.06
ENSG00000284642,AL139424.2,novel transcript,10395416,10397432,46.65
ENSG00000142657,PGD,phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891],10398592,10420144,47.69
ENSG00000271989,AL139424.1,novel transcript, antisense to APITD1-CORT,10429881,10430677,60.48
ENSG00000251503,CENPS-CORT,CENPS-CORT readthrough [Source:HGNC Symbol;Acc:HGNC:38843],10430102,10452153,47.92
ENSG00000175279,CENPS,centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163],10430443,10442809,46.89
ENSG00000241563,CORT,cortistatin [Source:HGNC Symbol;Acc:HGNC:2257],10449719,10451902,47.16
ENSG00000160049,DFFA,DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772],10456522,10472526,48.52
ENSG00000203469,AL354956.1,novel transcript, antisense to DFFA,10458555,10459338,49.62
ENSG00000142655,PEX14,peroxisomal biogenesis factor 14 [Source:HGNC Symbol;Acc:HGNC:8856],10472288,10630758,45.03
ENSG00000243267,RN7SL614P,RNA, 7SL, cytoplasmic 614, pseudogene [Source:HGNC Symbol;Acc:HGNC:46630],10616836,10617115,58.57
ENSG00000130940,CASZ1,castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002],10636604,10796650,56.73
ENSG00000272078,AL139423.1,novel transcript, antisense to CASZ1,10639241,10654333,61.49
ENSG00000225158,HSPE1P24,heat shock protein family E (Hsp10) member 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:49343],10895761,10895998,42.86
ENSG00000175262,C1orf127,chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730],10946471,10982037,52.15
ENSG00000215785,CFL1P6,cofilin 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:34545],10990978,10991797,53.05
ENSG00000120948,TARDBP,TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571],11012344,11026420,43.58
ENSG00000277726,AL109811.4,novel protein,11012662,11030528,42.91
ENSG00000009724,MASP2,mannan binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6902],11026523,11047233,50.21
ENSG00000271895,AL109811.3,novel transcript, antisense to MASP2,11029659,11030528,42.99
ENSG00000116649,SRM,spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296],11054584,11060024,59.88
ENSG00000171824,EXOSC10,exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138],11066618,11099881,46.38
ENSG00000226849,AL109811.1,novel transcript,11068471,11073097,50.27
ENSG00000230337,AL109811.2,uncharacterized LOC105376736 [Source:NCBI gene;Acc:105376736],11099675,11102100,52.80
ENSG00000198793,MTOR,mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942],11106535,11262507,44.54
ENSG00000225602,MTOR-AS1,MTOR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40242],11143898,11149537,45.39
ENSG00000253086,RNU6-537P,RNA, U6 small nuclear 537, pseudogene [Source:HGNC Symbol;Acc:HGNC:47500],11152350,11152452,34.95
ENSG00000171819,ANGPTL7,angiopoietin like 7 [Source:HGNC Symbol;Acc:HGNC:24078],11189341,11195981,46.39
ENSG00000207451,RNU6-291P,RNA, U6 small nuclear 291, pseudogene [Source:HGNC Symbol;Acc:HGNC:47254],11226254,11226360,40.19
ENSG00000238173,RPL39P6,ribosomal protein L39 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35803],11232963,11233112,40.67
ENSG00000120942,UBIAD1,UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791],11273206,11296049,48.21
ENSG00000238199,UBE2V2P3,ubiquitin conjugating enzyme E2 V2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44891],11278616,11279351,43.75
ENSG00000284646,AL031291.1,novel transcript,11311734,11319093,51.58
ENSG00000224338,MTCYBP45,MT-CYB pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:52313],11425257,11425821,43.01
ENSG00000204624,DISP3,dispatched RND transporter family member 3 [Source:HGNC Symbol;Acc:HGNC:29251],11479166,11537584,52.85
ENSG00000285833,AL590989.1,novel transcript, antisense to DISP3,11500803,11502016,61.94
ENSG00000235643,LINC01647,long intergenic non-protein coding RNA 1647 [Source:HGNC Symbol;Acc:HGNC:52434],11609531,11613355,52.00
ENSG00000284708,AL031731.1,novel transcript,11623558,11643416,50.89
ENSG00000116661,FBXO2,F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581],11637018,11655785,55.46
ENSG00000132879,FBXO44,F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847],11654375,11663327,54.94
ENSG00000116663,FBXO6,F-box protein 6 [Source:HGNC Symbol;Acc:HGNC:13585],11664124,11674354,55.28
ENSG00000116670,MAD2L2,mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764],11674480,11691650,53.91
ENSG00000162490,DRAXIN,dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054],11691729,11725857,53.39
ENSG00000177674,AGTRAP,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539],11736084,11754802,54.37
ENSG00000215910,C1orf167,chromosome 1 open reading frame 167 [Source:HGNC Symbol;Acc:HGNC:25262],11761787,11789585,55.19
ENSG00000177553,AL953897.1,uncharacterized LOC102724659 [Source:NCBI gene;Acc:102724659],11777077,11779619,57.26
ENSG00000177000,MTHFR,methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436],11785723,11806920,54.53
ENSG00000011021,CLCN6,chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024],11806096,11848079,48.13
ENSG00000276470,RF02156,,11843812,11843984,53.18
ENSG00000278852,RF02157,,11845549,11845697,42.95
ENSG00000175206,NPPA,natriuretic peptide A [Source:HGNC Symbol;Acc:HGNC:7939],11845709,11848345,54.04
ENSG00000275915,RF02158,,11847442,11847549,50.00
ENSG00000120937,NPPB,natriuretic peptide B [Source:HGNC Symbol;Acc:HGNC:7940],11857464,11858931,54.43
ENSG00000224904,AL021155.1,pseudogene similar to part of SET binding factor 1 (SBF1),11877770,11880406,61.66
ENSG00000285646,AL021155.2,novel transcript,11908147,11913232,50.00
ENSG00000199347,RNU5E-1,RNA, U5E small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10215],11908152,11908271,40.00
ENSG00000201801,RNU5E-4P,RNA, U5E small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:42513],11909808,11909927,33.33
ENSG00000116685,KIAA2013,KIAA2013 [Source:HGNC Symbol;Acc:HGNC:28513],11919591,11926428,55.79
ENSG00000083444,PLOD1,procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081],11934205,11975538,53.54
ENSG00000116688,MFN2,mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877],11980181,12013514,51.12
ENSG00000270914,AL096840.1,inositol(myo)-1(or 4)-monophosphatase 1 (IMPA1) pseudogene,12017216,12017308,41.94
ENSG00000116691,MIIP,migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715],12019466,12032045,55.62
ENSG00000202461,RF00019,,12024012,12024124,45.13
ENSG00000276869,MIR6729,microRNA 6729 [Source:HGNC Symbol;Acc:HGNC:50103],12029158,12029222,75.38
ENSG00000243539,RN7SL649P,RNA, 7SL, cytoplasmic 649, pseudogene [Source:HGNC Symbol;Acc:HGNC:46665],12036740,12037014,54.18
ENSG00000120949,TNFRSF8,TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923],12063377,12144207,50.55
ENSG00000201135,RNU6-777P,RNA, U6 small nuclear 777, pseudogene [Source:HGNC Symbol;Acc:HGNC:47740],12077881,12077984,38.46
ENSG00000227875,RPL23AP89,ribosomal protein L23a pseudogene 89 [Source:HGNC Symbol;Acc:HGNC:51623],12080293,12080547,49.02
ENSG00000285604,AL357835.1,novel transcript, antisense to TNFRSF8,12088441,12092264,51.33
ENSG00000283789,MIR7846,microRNA 7846 [Source:HGNC Symbol;Acc:HGNC:50029],12166943,12167038,75.00
ENSG00000028137,TNFRSF1B,TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917],12167003,12209228,55.39
ENSG00000263676,MIR4632,microRNA 4632 [Source:HGNC Symbol;Acc:HGNC:41593],12191713,12191773,70.49
ENSG00000225196,RPL10P17,ribosomal protein L10 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:52348],12220794,12221109,52.22
ENSG00000252969,RF00156,,12221148,12221271,46.77
ENSG00000048707,VPS13D,vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595],12230030,12512047,42.34
ENSG00000239149,SNORA59A,small nucleolar RNA, H/ACA box 59A [Source:HGNC Symbol;Acc:HGNC:32653],12507246,12507397,53.95
ENSG00000229484,AC243836.1,novel transcript,12527724,12528420,59.54
ENSG00000162496,DHRS3,dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693],12567910,12617731,51.31
ENSG00000221340,RNU6ATAC18P,RNA, U6atac small nuclear 18, pseudogene [Source:HGNC Symbol;Acc:HGNC:46917],12569972,12570072,47.52
ENSG00000276830,MIR6730,microRNA 6730 [Source:HGNC Symbol;Acc:HGNC:50222],12578957,12579023,61.19
ENSG00000272482,AC254633.1,novel transcript,12618900,12619244,55.65
ENSG00000204518,AADACL4,arylacetamide deacetylase like 4 [Source:HGNC Symbol;Acc:HGNC:32038],12644547,12667086,47.24
ENSG00000226166,AC244670.1,ribosomal protein L23a (RPL23A) pseudogene,12692909,12693020,43.75
ENSG00000188984,AADACL3,arylacetamide deacetylase like 3 [Source:HGNC Symbol;Acc:HGNC:32037],12716115,12728759,46.11
ENSG00000157330,C1orf158,chromosome 1 open reading frame 158 [Source:HGNC Symbol;Acc:HGNC:28567],12746215,12763699,43.81
ENSG00000116726,PRAMEF12,PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125],12774841,12777906,53.23
ENSG00000116721,PRAMEF1,PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840],12791397,12796628,46.46
ENSG00000228338,LINC01784,long intergenic non-protein coding RNA 1784 [Source:HGNC Symbol;Acc:HGNC:52574],12822686,12823159,47.68
ENSG00000239810,PRAMEF11,PRAME family member 11 [Source:HGNC Symbol;Acc:HGNC:14086],12824605,12831410,48.02
ENSG00000231103,PRAMEF30P,PRAME family member 30, pseudogene [Source:HGNC Symbol;Acc:HGNC:51892],12838125,12841357,50.32
ENSG00000179172,HNRNPCL1,heterogeneous nuclear ribonucleoprotein C-like 1 [Source:HGNC Symbol;Acc:HGNC:29295],12847408,12848725,46.13
ENSG00000120952,PRAMEF2,PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841],12857086,12861909,47.20
ENSG00000243073,PRAMEF4,PRAME family member 4 [Source:HGNC Symbol;Acc:HGNC:31971],12879224,12886201,48.21
ENSG00000187545,PRAMEF10,PRAME family member 10 [Source:HGNC Symbol;Acc:HGNC:27997],12892896,12898270,47.85
ENSG00000204510,PRAMEF7,PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415],12916610,12920482,50.06
ENSG00000207434,RNU6-1072P,RNA, U6 small nuclear 1072, pseudogene [Source:HGNC Symbol;Acc:HGNC:48035],12922554,12922660,45.79
